Avail,Player,ERA,K,QS,SHD,WHIP,Rank,CBS Salary,Contract Status,Dollars
Free Agent,Jacob Maton,0.0,0,0,0,0.0,9999,0.0,FA,-9.72159701748664
Free Agent,Tanner Hall,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jordan Jones,0.0,0,0,0,0.0,9999,0.0,FA,-2.65067747636601
Free Agent,Hans Crouse,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tristan Archer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Tonkin,0.0,0,0,0,0.0,9999,0.0,FA,9.78168333772244
Free Agent,Carlos Carrasco,0.0,0,0,0,0.0,9999,0.0,FA,-5.84606754653313
Free Agent,Zack Thompson,0.0,0,0,0,0.0,9999,0.0,FA,0.763508690690831
Free Agent,Blade Tidwell,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wes Parsons,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Finnegan,3.51,52,0,10,1.15,637,0.0,FA,1.69
Free Agent,Fabian Williamson,0.0,0,0,0,0.0,9999,0.0,FA,-0.807693191106629
Free Agent,Cameron Bishop,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Will Morris,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andres Machado,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Hendricks,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kenya Huggins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Gregory,0.0,0,0,0,0.0,9999,0.0,FA,8.7879899977376
Free Agent,Kaleb Wing,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jordan Romano,7.47,73,0,15,1.36,914,0.0,FA,-2.65
Free Agent,Avery Short,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sixto Sanchez,0.0,0,0,0,0.0,9999,0.0,FA,34.0215521288326
Free Agent,Vince Reilly,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Javy Guerra,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jack Mahoney,0.0,0,0,0,0.0,9999,0.0,FA,4.37180939212719
Free Agent,Daniel Gibson,0.0,0,0,0,0.0,9999,0.0,FA,-7.48743830684463
Free Agent,Caleb Dirks,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gray Fenter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Angel Zerpa,4.27,58,0,17,1.49,766,0.0,FA,-0.05
Free Agent,Zach Cable,0.0,0,0,0,0.0,9999,0.0,FA,-8.13227733866029
Free Agent,Vinny Nittoli,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carson Sands,0.0,0,0,0,0.0,9999,0.0,FA,1.69970525642848
Free Agent,Mitch Farris,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dylan Thompson,0.0,0,0,0,0.0,9999,0.0,FA,0.763508690690831
Free Agent,Connor Overton,0.0,0,0,0,0.0,9999,0.0,FA,-9.56434475620873
Free Agent,Jake Stinnett,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ian Hamilton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Marco Gonzales,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Keyner Benitez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Bischoff,0.0,0,0,0,0.0,9999,0.0,FA,14.7556401734751
Free Agent,Packy Naughton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kevin Kelly,4.68,47,0,12,1.26,827,0.0,FA,-3.03
Free Agent,Ryan Arrowood,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Nastrini,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,David Peterson,0.0,0,0,0,0.0,9999,0.0,FA,-4.53
Free Agent,Kelvin Nunez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Hartle,0.0,0,0,0,0.0,9999,0.0,FA,13.1736681975845
Free Agent,Xzavion Curry,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Collin Snider,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kruz Schoolcraft,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Juan Martinez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Flemer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tate Kuehner,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Graeme Stinson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Harrison Kreiling,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brandon Lawson,0.0,0,0,0,0.0,9999,0.0,FA,-13.5558426381881
Free Agent,Colin Poche,0.0,0,0,0,0.0,9999,0.0,FA,-7.40936762941232
Free Agent,Leonardo Crawford,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jimmy Burnette,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Grant Black,0.0,0,0,0,0.0,9999,0.0,FA,-12.3163508756636
Free Agent,Justin Wrobleski,4.13,60,3,1,1.16,641,0.0,FA,-6.61
Free Agent,Justin Watts,0.0,0,0,0,0.0,9999,0.0,FA,-0.0487506408872961
Free Agent,Miguel Medrano,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Rob Rogers,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yonny Chirinos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Samuel Strickland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Horrell,0.0,0,0,0,0.0,9999,0.0,FA,-9.21111596155249
Free Agent,Trevor Kelley,0.0,0,0,0,0.0,9999,0.0,FA,11.5936144459904
Free Agent,Gerelmi Maldonado,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Randy Wynne,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jacob Webb,3.0,53,0,11,1.09,626,0.0,FA,-4.48
Free Agent,Andre Granillo,5.14,66,0,6,1.52,867,0.0,FA,-7.1
Free Agent,Miguel Rosario,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Shawn Semple,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Troy Bacon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yerry De Los Santos,0.0,0,0,0,0.0,9999,0.0,FA,-7.2
Free Agent,Kaleb Ort,0.0,0,0,0,0.0,9999,0.0,FA,-8.69
Free Agent,Samuel Reyes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lupe Chavez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adisyn Coffey,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alex Winkelman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Franco,0.0,0,0,0,0.0,9999,0.0,FA,1.0
Free Agent,Juan Mercedes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Juan Encarnacion,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jason Alexander,0.0,0,0,0,0.0,9999,0.0,FA,-10.05
Free Agent,Tim Mayza,5.14,6,0,1,1.43,934,0.0,FA,0.0
Free Agent,Jake Paulson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Steven Brooks,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Drake Fellows,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Pedro Santos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Collin McHugh,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Junis,2.77,30,2,0,1.08,770,0.0,FA,-1.95129920338349
Free Agent,T.J. Weir,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chase Burns,4.06,160,8,0,1.23,116,0.0,FA,14.97
Free Agent,Jackson Kent,0.0,0,0,0,0.0,9999,0.0,FA,-8.74205594299144
Free Agent,Isaiah Lowe,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chih-Jung Liu,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eriq Swan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Sawyer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jaden Hamm,0.0,0,0,0,0.0,9999,0.0,FA,-8.75579138388317
Free Agent,Riley Cornelio,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tai Tiedemann,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Drew Rucinski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tom Cosgrove,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eric Cerantola,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Romero,0.0,0,0,0,0.0,9999,0.0,FA,6.12399482881359
Free Agent,Joe Wieland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Spencer Adams,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Franklin De La Paz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Johansen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,James Pugliese,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Richelson Pena,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Mateo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Williams Ramirez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Danielak,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Colin McKee,0.0,0,0,0,0.0,9999,0.0,FA,-7.40936762941232
Free Agent,Blaine Knight,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Grove,0.0,0,0,0,0.0,9999,0.0,FA,-5.4236336584305
Free Agent,Bubba Derby,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Shane Murphy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Schweitzer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Julian Aguiar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zack Erwin,0.0,0,0,0,0.0,9999,0.0,FA,-6.60682134635329
Free Agent,Angel Cuenca,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Regnault,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Oliver Garcia,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Isaiah Campbell,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jimmy Yacabonis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyson Guerrero,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Curvelo,0.0,0,0,0,0.0,9999,0.0,FA,-8.34
Free Agent,Mark McLaughlin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jack Flaherty,3.52,162,11,0,1.12,248,0.0,FA,4.37
Free Agent,Drew Beam,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brett de Geus,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gabriel Hughes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Christian Suarez,0.0,0,0,0,0.0,9999,0.0,FA,-17.0306320536328
Free Agent,Tyson Perez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jimmy Lambert,0.0,0,0,0,0.0,9999,0.0,FA,-8.19185793657802
Free Agent,Bud Jeter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,L.P. Langevin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Juan Paniagua,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Mason,0.0,0,0,0,0.0,9999,0.0,FA,-8.3562954196497
Free Agent,Tristan Garnett,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kenyon Yovan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Charlee Soto,0.0,0,0,0,0.0,9999,0.0,FA,-14.2630223222759
Free Agent,Chase Lee,4.29,22,0,3,1.19,849,0.0,FA,-16.2380556237267
Free Agent,Will Watson,0.0,0,0,0,0.0,9999,0.0,FA,-7.95241120577763
Free Agent,Nathanael Heredia,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Raffi Vizcaino,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Seth Johnson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mason Barnett,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryan Sammons,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tucker Davidson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,A.J. Alexy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hudson Leach,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jackson Cox,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hansel Robles,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carlos Lagrange,0.0,0,0,0,0.0,9999,0.0,FA,-5.84606754653313
Free Agent,Angel Bastardo,4.5,10,0,2,1.3,892,0.0,FA,0.0
Free Agent,Triston McKenzie,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Talon Haley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Drew Parrish,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joseph Dzierwa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aaron Perry,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wen-Hui Pan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Rodney Boone,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luke Jackson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Brewer,0.0,0,0,0,0.0,9999,0.0,FA,-5.4236336584305
Free Agent,Jason Richman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yender Caramo,0.0,0,0,0,0.0,9999,0.0,FA,-0.259309243487539
Free Agent,Jake Rice,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Morales,4.15,142,11,0,1.26,440,0.0,FA,-13.43
Free Agent,Nick Bennett,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Wissman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Svanson,2.01,122,0,11,0.92,299,0.0,FA,2.03
Free Agent,Juan Valera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Grant Zawadzki,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bruce Zimmermann,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryce Cunningham,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Hollan,0.0,0,0,0,0.0,9999,0.0,FA,24.6786177163391
Free Agent,Zach Linginfelter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chris Kachmar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ivan Armstrong,0.0,0,0,0,0.0,9999,0.0,FA,4.5192952649394
Free Agent,Andrew Lindsey,0.0,0,0,0,0.0,9999,0.0,FA,-16.3151538424642
Free Agent,Henry Baez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jarlin Garcia,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tanner Rainey,0.0,0,0,0,0.0,9999,0.0,FA,5.75339090386448
Free Agent,Elliot Morris,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Reggie Crawford,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan McNeil,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Emerson Hancock,4.15,34,4,0,1.19,775,0.0,FA,-9.78
Free Agent,Jose Quijada,0.0,0,0,0,0.0,9999,0.0,FA,-34.8975678013491
Free Agent,Evan Miller,0.0,0,0,0,0.0,9999,0.0,FA,29.6109254762643
Free Agent,Caleb Kilian,3.86,6,0,1,1.14,889,0.0,FA,0.0
Free Agent,Austin Warner,0.0,0,0,0,0.0,9999,0.0,FA,-6.24938970134828
Free Agent,Gavin Stone,3.07,31,4,1,1.1,713,0.0,FA,0.0
Free Agent,Tyler Samaniego,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jon Olczak,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wyatt Mills,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ty Cummings,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ramon Benjamin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tatsuya Imai,3.96,135,10,0,1.32,149,0.0,FA,-6.5
Free Agent,Colby White,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Angel Felipe,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Efrain Contreras,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Strahm,2.37,61,0,27,0.89,554,0.0,FA,10.02
Free Agent,Brycen Mautz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Scott Alexander,0.0,0,0,0,0.0,9999,0.0,FA,-10.0527702902742
Free Agent,Andrew Moore,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Marco Jimenez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Riley O'Brien,2.95,67,0,27,1.36,500,0.0,FA,2.81
Free Agent,Andrew Perez,0.0,0,0,0,0.0,9999,0.0,FA,-16.3151538424642
Free Agent,Jonathan Hennigan,0.0,0,0,0,0.0,9999,0.0,FA,-3.12720229063949
Free Agent,Silvino Bracho,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jean Pinto,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Corey Taylor,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Shinnosuke Ogasawara,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eli Villalobos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eric Pardinho,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Isaac Stebens,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Scott Williams,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Martinez,4.09,121,12,0,1.08,361,0.0,FA,-8.71
Free Agent,Jared Shuster,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Wells,4.02,43,5,1,1.19,741,0.0,FA,-0.92
Free Agent,Brody Rodning,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Charles King,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trent Thornton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joel Hurtado,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chris Nunn,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brendon Little,4.39,61,0,22,1.74,861,0.0,FA,-0.28
Free Agent,John Doxakis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lan-Hong Su,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joseph Yabbour,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Mercado,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Miguel Castro,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Peter Van Loon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zachary Cawyer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin DeCarr,0.0,0,0,0,0.0,9999,0.0,FA,-6.24938970134828
Free Agent,William Fleming,0.0,0,0,0,0.0,9999,0.0,FA,-9.99481353111157
Free Agent,Ty Buttrey,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ethan Sloan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Harlow,0.0,0,0,0,0.0,9999,0.0,FA,13.1736681975845
Free Agent,Anderson Paulino,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Grant Knipp,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Staine,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Reindl,0.0,0,0,0,0.0,9999,0.0,FA,-3.81808212475584
Free Agent,Zach King,0.0,0,0,0,0.0,9999,0.0,FA,-6.60682134635329
Free Agent,Kody Kerski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joshua Cornielly,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Geronimo Franzua,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yoendrys Gomez,4.75,48,2,0,1.31,801,0.0,FA,-7.03
Free Agent,Dale Stanavich,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ethan Routzahn,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Istler,0.0,0,0,0,0.0,9999,0.0,FA,-16.3151538424642
Free Agent,Spencer Giesting,0.0,0,0,0,0.0,9999,0.0,FA,-7.01612523373
Free Agent,Zack Qin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Thomas Ireland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Paul Gervase,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Calvin Bickerstaff,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Urbina,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Tyler,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Derek Law,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bradley Hanner,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chad Green,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brandon Bielak,0.0,0,0,0,0.0,9999,0.0,FA,-5.47971381759204
Free Agent,Taylor Rashi,0.0,0,0,0,0.0,9999,0.0,FA,1.14992332478634
Free Agent,Brock Selvidge,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Magnus Ellerts,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyrone Yulie,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Evan Kruczynski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cody Bolton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Merrill,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jack Perkins,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Steven Perez,0.0,0,0,0,0.0,9999,0.0,FA,-6.41716900818571
Free Agent,Clayton McGinness,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,River Hamilton,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Edwin Fierro,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Troy Taylor,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alex Colome,0.0,0,0,0,0.0,9999,0.0,FA,-4.46254362374504
Free Agent,Zack Showalter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mark Montgomery,0.0,0,0,0,0.0,9999,0.0,FA,-3.0915304917208
Free Agent,Julio Urias,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyson Neighbors,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Hurt,0.0,0,0,0,0.0,9999,0.0,FA,-6.24
Free Agent,Carlos Gonzalez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Pennington,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Schultz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Marquis Grissom,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Conor Fisk,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cole Stasio,0.0,0,0,0,0.0,9999,0.0,FA,1.69970525642848
Free Agent,Dalton Stambaugh,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Colton Davis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Diego Barrera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Colton Turner,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nickolas Sarianides,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Casey Anderson,0.0,0,0,0,0.0,9999,0.0,FA,-1.6895442437461
Free Agent,Yujanyer Herrera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Quintana,4.99,102,10,0,1.39,774,0.0,FA,-34.9
Free Agent,Juan Nunez,0.0,0,0,0,0.0,9999,0.0,FA,-10.8674634197636
Free Agent,Stephen Woods,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Warren,0.0,0,0,0,0.0,9999,0.0,FA,-6.25
Free Agent,Daury Torrez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lucas Luetge,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Taylor Allen,0.0,0,0,0,0.0,9999,0.0,FA,-16.9567414694905
Free Agent,Joe Boyle,4.72,65,2,1,1.34,773,0.0,FA,-6.98
Free Agent,Vladimir Gutierrez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carson Seymour,3.86,4,0,1,1.14,924,0.0,FA,1.17557243599564
Free Agent,Bobby Bundy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mason Thompson,0.0,0,0,0,0.0,9999,0.0,FA,0.763508690690831
Free Agent,Pierson Ohl,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yordy Cabrera,0.0,0,0,0,0.0,9999,0.0,FA,2.39364908949858
Free Agent,Kirby Bellow,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alex Reyes,0.0,0,0,0,0.0,9999,0.0,FA,9.65607016901114
Free Agent,Keider Montero,0.0,0,0,0,0.0,9999,0.0,FA,-9.45
Free Agent,Drew Smith,0.0,0,0,0,0.0,9999,0.0,FA,23.7579718538709
Free Agent,Zac Houston,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Diaz,0.0,0,0,0,0.0,9999,0.0,FA,-8.0514684350334
Free Agent,John Brebbia,0.0,0,0,0,0.0,9999,0.0,FA,-10.36
Free Agent,Troy Melton,3.0,27,3,0,1.0,742,0.0,FA,-2.37
Free Agent,Marino Santy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
